Placename@tr	Placename@ott	Placename_2@tr	Placename_3@tr	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Wikidata_url	Admin_unit_1	Admin_unit_1_year	Admin_unit_1_note	Belongs_to_1-4	Belongs_to_1-3	Belongs_to_1-2	Belongs_to_1-1	Admin_unit_2	Admin_unit_2_year	Admin_unit_2_note	Belongs_to_2-4	Belongs_to_2-3	Belongs_to_2-2	Belongs_to_2-1	Admin_unit_3	Admin_unit_3_year	Admin_unit_3_note	Belongs_to_3-4	Belongs_to_3-3	Belongs_to_3-2	Belongs_to_3-1	Admin_unit_4	Admin_unit_4_year	Admin_unit_4_note	Belongs_to_4-3	Belongs_to_4-2	Belongs_to_4-1	Admin_unit_5	Admin_unit_5_year	Admin_unit_5_note	Belongs_to_5-3	Belongs_to_5-2	Belongs_to_5-1	Admin_unit_6	Admin_unit_6_year	Admin_unit_6_note	Belongs_to_6-2	Belongs_to_6-1	Admin_unit_7	Admin_unit_7_year	Admin_unit_7_note	Belongs_to_7-2	Belongs_to_7-1	Admin_unit_8	Admin_unit_8_year	Admin_unit_8_note	Belongs_to_8-2	Belongs_to_8-1	Admin_unit_9	Admin_unit_9_year	Belongs_to_9-3	Belongs_to_9-2	Belongs_to_9-1	Admin_unit_10	Admin_unit_10_year	Belongs_to_10-2	Belongs_to_10-1	Admin_unit_11	Admin_unit_11_year	Belongs_to_11-2	Belongs_to_11-1	Admin_unit_12	Belongs_to_12	Admin_unit_13	Belongs_to_13	Admin_unit_14	Admin_unit_14_year	Belongs_to_14
MENEMEN	منمن							Kaza	~1530				Saruhan	Anadolu eyâleti	Kaza	1811				Saruhan	Aydın eyâleti	Kaza	1867				İzmir	Aydın vilâyeti	Kaza	1924				İzmir																																									
MENEŞKUR	منشکور							Kaza	17. yy.				Diyarbakır	Diyarbakır eyâleti																																																													
MENFELUT	منفلوط							Sancak	1520					Mısır eyâleti	Kaza	1697-1698				Circa	Mısır eyâleti	Kaza	19. yy.				Siyût	Mısır eyâleti																																															
MENFUHA	منفوحه							Kasaba					Riyad	S. Arabistan																																																													
MENGEN	منکن	Pazarköy	Türkbeyli					Kaza	~1530				Bolu	Anadolu eyâleti	Kaza	1841				Bolu	Kastamonu eyâleti	Nahiye	1870			Gerede	Bolu	Kastamonu vilâyeti	Kaza	1948				Bolu																																									
Mengeser	منکسر	YAZILI						Nahiye	1882			Karakilise	Bayazıt	Erzurum	Köy				Murat	Merkez	Ağrı																																																						
MENLİK	منلک							Kaza	1913			Siroz	Selânik	Yunanistan																																																													
MENŞURLU	منشورلی							Nahiye	1865			Merkez	Sivas	Sivas vilâyeti	Köy				Kayadibi	Merkez	Sivas																																																						
MENTEŞE	منتشا	Balat, Muğla						Sancak	1426					Anadolu eyâleti	Sancak	1841					Aydın eyâleti	Sancak	1867					Aydın vilâyeti	Vilâyet	1924				Muğla																																									
MENUFİYE	منوفيه	Şib.nü’l-kavm						Sancak		Müdiriyet				Mısır eyâleti																																																													
Menye	منيه	GÖKÇEÖREN						Nahiye	16. yy.				Kula	Manisa																																																													
MENZİLE	منزله							Kaza	16. yy.				Mansure	Mısır eyâleti	Sancak						Mısır eyâleti	Kaza merkezi				Dikirnis	Dahkilya	Mısır eyâleti																																															
MERABLA	مرابله							Kaza	18. yy.				Resmo	Girit eyâleti																																																													
MERÂGA	مراغه					Hül.gu Han’ın başkenti ve Nasirüdd.n Tûsî’nin yapmış olduğu rasathane ile de meşhur olmuştu.		Eyâlet	1725					Merağa eyâleti	Eyâlet	1734					İran	Kasaba					Azerbaycan eyâleti	İran																																															
MERÂGA	مراغه							Kasaba				Tahta	Circa	Mısır																																																													
MERAM	مرام							Nahiye	1865			Merkez	Konya	Konya vilâyeti	Kaza	~1990					Konya																																																						
MERAND	مراند							Kaza					Azerbaycan	İran																																																													
MERC	مرج							Kaza					Bingazi	Libya																																																													
MERC-İ BENİ ÂMİR	مرج بنی عامر							Nahiye	1517				Safed	Arap vilâyeti																																																													
MERC-İ DABIK	مرج دابق							Ova		Halep’in çok yakınında ve Yavuz Selim’in burada yaptığı savaşla tanınır.			Halep	Suriye vilâyeti																																																													
MERC-İ GAVTA	مرج غوطه	Gavta						Nahiye	1517				Şam	Arap vilâyeti	Kaza	1520				Şam	Şam eyâleti																																																						
MERC-İ UYÛN	مرج عيون	Cedîde						Kaza	1855				Bilâd-ı Bişara	Sayda eyâleti	Kaza	1877				Beyrut	Suriye vilâyeti	Kaza	1888				Beyrut	Lübnan																																															
MERCİMEKKALE	مرجمک قلعه	Akçan	Sakavî					Nahiye	1880			Merkez	Muş	Bitlis vilâyeti	Nahiye	1924				Merkez	Muş																																																						
MERDENİK	مرده نيک							Kaza merkezi					Göle	Kars	Kaza merkezi	1992				Göle	Ardahan																																																						
MERDİNA	مردينا	Uruş						Kaza	1881				İşkodra	İşkodra vilâyeti																																																													
MERGE ve PEJDER	مرکه وَ پژدر							Kaza	1855				Süleymaniye	Bağdad maa Şehrizor eyâleti																																																													
Mergüze	مرکوزه	İHSANGAZİ	Antarlı					Kaza	1841				Kastamonu	Kastamonu eyâleti	Nahiye	1865			Araç	Kastamonu	Kastamonu vilâyeti	Nahiye	1924				Merkez	Kastamonu	Kaza	~1990				Kastamonu																																									
Merho	مارخو	CEVİZLİDERE						Nahiye	1877			Ovacık	Hozat	Mamûretülaziz vilâyeti	Köy				Yeşilyazı	Ovacık	Tunceli																																																						
MERİÇ	مريچ	Kavaklı	Büyükdoğanca					Kaza	1913				Edirne	Edirne vilâyeti	Kaza	1924					Edirne																																																						
MERİVAN	مريوان	Mihrevan,Mihriban	Kal‘a-i Mervan					Sancak	?-1830					Şehrizor eyâleti	Mahal		Nahiye			Hemadan	İran																																																						
MERKAB	مرقب	Banyas						Nahiye	1517				Trablus	Arap vilâyeti	Kaza	1847				Lazkiye	Sayda eyâleti	Kaza	1888				Lazkiye	Beyrut eyâleti																																															
MERKÂVE	مرکاوه							Sancak	16. yy.-1830					Şehrizor eyâleti																																																													
MERMER	مرمر							Nahiye					Merkez	Diyarbakır																																																													
MERSEDDECAC	مرسی الدجاج							Kasaba		İskele				Cezayir																																																													
MERSELHARAZ	مرسی الحراز							Kasaba		İskele				Cezayir																																																													
MERSELKEBİR	مرسی الکبير							Kasaba		İskele				Cezayir																																																													
MERSEZZEYTÛNE	مرسی الزيتونه							Kasaba		İskele				Tunus																																																													
MERSİN	مرسين					Adını bir Türk aşiretinden almıştır. 1886’da Tarsus-Mersin demiryolunun işletmeye açılmasıyla önem kazanmıştır.	https://www.wikidata.org/wiki/Q134291	Köy		Mersinli k.yü		Gökçeli	Tarsus	Adana eyâleti	Nahiye	1852			Tarsus	Adana	Adana eyâleti	Kaza	1864					Adana vilâyeti	Sancak	1890				Adana vilâyeti	Vilâyet	1924				Mersin vilâyeti	Vilâyet merkezi	1933			İçel vilâyeti	Vilâyet	2005			Mersin vilâyeti																									
MERZİFON	مرزيفون							Sancak	1603					Rum eyâleti	Kaza	17. yy.				Amasya	Rum eyâleti	Kaza	1847				Amasya-Çorum	Sivas eyâleti	Kaza	1865			Amasya	Sivas vilâyeti	Kaza	1924				Amasya																																			
MERZMAN	مرزمان							Nahiye	1867			Rumkale	Urfa	Halep vilâyeti	Nahiye	1926				Nizip	Gaziantep																																																						
MERZÛK	مرزوق						https://www.wikidata.org/wiki/Q526822	Sancak merkezi				Fizan	Trablusgarb	Libya																																																													
MEŞAN	مشان					Harirî’nin doğum yeri, Abbasîler zamanında da sürgün yeri idi.		Kasaba					Basra	Basra vilâyeti																																																													
MEŞARİKULCERRAR	مشارق الجرار							Nahiye	1888			Cenin	Belka	Beyrut vilâyeti																																																													
MESARİYE	مساريه							Kaza	1608				Kıbrıs	Cezayir-i Bahr-i Sefid eyâleti																																																													
MESCİT	مسجد							Nahiye	1865			Koçkiri	Sivas	Sivas vilâyeti	Köy				Bulucan	Zara	Sivas																																																						
MESCİTLİ	مسجدلی							Nahiye	1865			Merkez	Sivas	Sivas vilâyeti	Köy				Merkez	Merkez	Sivas																																																						
MESCİTLİ	مسجدلی							Nahiye merkezi	1937			Söylemez	Karayazı	Erzurum	Nahiye merkezi	~1990			Söylemez	Köprüköy	Erzurum																																																						
MEŞE	ميشه							Nahiye	1867			Nevrekop	Siroz	Selânik vilâyeti																																																													
MESENYE	مسنيه	Kalamata						Eyâlet						Yunanistan																																																													
Mesevle	مسوله	ÇAYBOYU						Kaza	1811				Menteşe	Aydın eyâleti	Köy				Kavaklıdere	Yatağan	Muğla																																																						
MEŞHED-İ ALİ	مشهد علی							Kaza merkezi				Necef	Kerbelâ	Bağdad vilâyeti																																																													
Meşhed-i Hüseyin	مشهد حسين	KERBELÂ						Sancak	18. yy.					Bağdad maa Şehrizor eyâleti	Sancak					Bağdad	Irak																																																						
Meşhedâbâd	مشهد آباد	YALINYAZI						Nahiye	~1530			Zile	Sivas-Tokat	Rum eyâleti	Köy				Boztepe	Zile	Tokat																																																						
Mesken	مسکن	ULUÇINAR						Nahiye	~1530			Bozüyük	Menteşe	Anadolu eyâleti	Köy				Merkez	Yatağan	Muğla																																																						
MESKENE	مسکنه							Kaza	1882					Zor sancağı																																																													
MESKERE	مسکره						https://www.wikidata.org/wiki/Q545707	Şehir						Cezayir																																																													
Meşkinan	مشکينان	KOCATEPE	Deşi					Nahiye	1934				Derik	Mardin																																																													
MEŞKULLU	مشقوللی					Eğridere halen Bulgaristan’da. Meşkullu şimdi Bulgarcaya çevrilmiş bir köy olabilir.		Nahiye	1865			Eğridere	Gümülcine	Edirne vilâyeti	Nahiye	1913			Eğridere	Kırcaali	Bulgaristan																																																						
MEŞRE’RREK	مشرأالرک							Müdiriyet merkezi				Bahrulgazel	Sudan-ı Mısrî	Mısır																																																													
MESTANLI	مستانلی	Momcil-grad						Nahiye	1865			Sultanyeri	Gümülcine	Edirne vilâyeti	Kaza	1913				Kırcaali	Bulgaristan																																																						
MESUDİYE	مسعوديه	Milâs	Hamidiye			Milâs, sonra Hamidiye, 1908’de de Mesûdiye oldu.		Kaza	1867				Karahisar-ı Şarkî	Sivas vilâyeti	Kaza	1924					Şebinkarahisar	Kaza	1933					Ordu																																															
MESUDİYE	مسعوديه							Kaza merkezi	1867			Alucra	Karahisar-ı Şarkî	Sivas vilâyeti	Kaza merkezi	1924				Alucra	Şebinkarahisar	Kaza merkezi	1933				Alucra	Giresun																																															
MESUDİYE	مسعوديه							Nahiye				Menbiç	Halep	Halep vilâyeti																																																													
MESUR	مسور							Nahiye	1871			Hıcce	Yemen	Yemen vilâyeti																																																													
METİN	متين							Nahiye	1517				Şam	Arap vilâyeti	Kaza	1856				Cebel-i Nasara	Sayda eyâleti	Kaza	1861					Cebel-i Lübnan sancağı																																															
METİNAN	متينان	Mahall-i Metinan	Şamrah, Arısu					Kaza	16. yy.				Diyarbakır	Diyarbakır eyâleti	Nahiye	1867			Derik	Diyarbakır	Diyarbakır vilâyeti	Nahiye		Lağvedilmiş. Arısu ve Şamrah köyleri şimdi Mazıdağı ilçesine bağlıdır. “Mahal” İranlılar tarafından nahiye yerine kullanılmıştır.			Derik	Mardin																																															
METN-İ A’LÂ	متن اعلا							Nahiye	1861					Cebel-i Lübnan sancağı																																																													
METOHİYE	متوحيه							Kaza merkezi	1866			Gaçka	Hersek	Bosna vilâyeti																																																													
METUH	متوح							Nahiye	1871			Cebel-i Haraz	Sana	Yemen vilâyeti																																																													
MEY’AR	ميعار							Nahiye	1517				Trablus	Arap vilâyeti																																																													
Meyafarikîn	ميا فارقين	SİLVAN						Sancak	1520					Diyarbakır eyâleti	Kaza	18. yy.				Kulp	Diyarbakır eyâleti	Kaza	19. yy.				Siirt	Diyarbakır eyâleti	Kaza	1924			Diyarbakır	Diyarbakır vilâyeti																																									
MEYDAN	ميدان							Nahiye					Mutki	Bitlis																																																													
MEYDANCIK	ميدانجق	İmerhev						Sancak	17. yy.					Çıldır eyâleti	Nahiye	1921				Şavşat	Artvin																																																						
MEYDANKÖY	ميدان							Kaza	1846				Canik	Trabzon eyâleti	Köy				Tekkiraz	Ünye	Ordu																																																						
MEYİS	ميس	Kastellirizo						Kaza (ada)	1865				Teke	Konya vilâyeti	Kaza	1877				Rodos	Cezayir-i Bahr-i Sefid vilâyeti	Kaza	1946				Rodos	Yunanistan																																															
MEZAKİYE	مزاکيه							Kaza	1846				Berat	Yanya eyâleti																																																													
MEZDE	مزده							Nahiye	1865		Kasr-ı Yifrin	Cebeligarbî	Trablusgarb	Libya																																																													
MEZİRİB	مزيريب							Nahiye	1879			Merkez	Havran	Suriye vilâyeti																																																													
MEZORİ	مزوری							Nahiye				Dehuk	Musul	Musul vilâyeti																																																													
MEZRAA	مزرعه	Ağavat mezraası					https://www.wikidata.org/wiki/Q174060	Eyâlet merkezi	1834					Harput eyâleti	Vilâyet merkezi						Mamûretülaziz vilâyeti	Vilâyet merkezi		1834’te eyâlet Mrk. Harput’tan, halen Elâzığ şehri olan Mezraa’ya taşınmıştır.				Elâzığ																																															
MEZRAA	مزرعه							Kaza	1847				Lazkiye	Sayda eyâleti																																																													
